,link,title,text,text_lemmas,NER
22,https://www.mk.ru/politics/2024/06/09/britanskiy-ekspert-rasskazal-pochemu-franciya-reshilas-otpravit-ukraine-istrebiteli-mirage.html,"Британский эксперт рассказал, почему Франция решилась отправить Украине истребители Mirage","Решение Франции, касаемо возможной передачи Украине шести истребителей Mirage 2000-5, связано с тем, что российская армия уничтожила весь флот Су-34 ВВС Украины. Такое заявление сделал британский эксперт Александр Меркурис на своем YouTube-канале. ""Истинная цель отправки Mirage 2000-5 на Украину заключается в том, что русские уничтожили весь украинский флот Су-24"", — заявил аналитик. Он также подчеркнул, что уничтоженные самолеты использовались украинской армией для запуска ракет Storm Shadow. Ранее президент Франции Эммануэль Макрон заявлял о том, что Париж собирается передать Киеву истребители Mirage 2000-5, а также подготовить украинских пилотов для их дальнейшей эксплуатации.",решение франция касаемо возможный передача украина шесть истребитель mirage 2000 - 5 связать российский армия уничтожить весь флот су-34 ввс украина такой заявление сделать британский эксперт александр меркурис свой youtube - канал истинный цель отправка mirage 2000 - 5 украина заключаться русские уничтожить весь украинский флот су-24 заявить аналитик он также подчеркнуть уничтожить самолёт использоваться украинской армия запуск ракета storm shadow ранее президент франция эммануэль макрон заявлять париж собираться передать киев истребитель mirage 2000 - 5 также подготовить украинских пилот дальнейший эксплуатация,"[('франция', 'LOC'), ('украина', 'LOC'), ('ввс', 'ORG'), ('украина', 'LOC'), ('александр меркурис', 'PER'), ('youtube - канал', 'ORG'), ('украина', 'LOC'), ('франция', 'LOC'), ('эммануэль макрон', 'PER'), ('париж', 'LOC'), ('киев', 'LOC')]"
23,https://www.mk.ru/politics/2024/06/09/na-ukraine-obyavili-ob-ispytaniyakh-korrektiruemykh-aviabomb.html,На Украине объявили об испытаниях корректируемых авиабомб,"Представители ВСУ заявили, что через несколько недель воздушные силы начнут испытания корректируемых авиабомб украинского производства, пишут местные СМИ. Сообщается, что ведутся работы по переоборудованию КАБов из обычных бомб за счет установки крыльев, модуля управления и GPS. На данный момент, как заявили представители ВСУ, используются только КАБы западного производства - GBU-39 и GBU-62.",представитель всу заявить несколько неделя воздушный сила начать испытание корректируемых авиабомба украинского производство писать местный сми сообщаться вестись работа переоборудование кабов обычный бомба счёт установка крыло модуль управление gps на данный момент заявить представитель всу использоваться кабы западный производство gbu-39 gbu-62,"[('всу', 'ORG'), ('сми', 'ORG'), ('всу', 'ORG')]"
24,https://www.mk.ru/politics/2024/06/09/smi-rasskazali-o-preimushhestve-rossiyskoy-armii-pered-zapadnoy-tekhnikoy-na-svo.html,СМИ рассказали о преимуществе российской армии перед западной техникой на СВО,"Российская армия смогла научиться с легкостью выводить из строя американские танки Abrams на Украине. Об этом сообщает издание Asia Times (AT). ""Русские обнаружили, что Abrams может быть выведен из строя беспилотниками, особенно ""Ланцетом"", или уничтожен минами"", — говорится в публикации. Отмечается, что американские боевые машины очень уязвимы перед противотанковыми орудиями такими, как ПТРК ""Корнет"". Автор статьи отмечает, что украинский конфликт указал на присутствие целого ряда проблем у американских Abrams. Также за время конфликта российским войскам удалось захватить некоторые образцы вооружений. Кроме того, некоторые украинские военнослужащие жалуются на то, что во время сильной влажности электроника ""Абрамса"" выходит из строя, из-за чего его не удается использовать в бою.",российский армия смочь научиться лёгкость выводить строй американский танк abrams украина об сообщать издание asia times at русские обнаружить abrams вывести строй беспилотник особенно ланцет уничтожить минами говориться публикация отмечаться американский боевой машина очень уязвимый противотанковый орудие такой птрк корнет автор статья отмечать украинский конфликт указать присутствие целый ряд проблема американский abrams также время конфликт российский войско удаться захватить некоторый образец вооружение кроме некоторый украинские военнослужащий жаловаться время сильный влажность электроника абрамса выходить строй из - за удаваться использовать бой,"[('украина', 'LOC'), ('asia times at', 'ORG')]"
25,https://www.mk.ru/politics/2024/06/09/khusity-atakovali-britanskiy-esminec.html,Хуситы атаковали британский эсминец,"Йеменские хуситы сообщили, что в Красном море нанесли удар баллистическими ракетами по эсминцу ВМС Британии HMS Diamond, пишут западные СМИ. По словам мятежников, на которые ссылаются, удар был ""точен"". Степень повреждения корабля при этом не уточняется. Также хуситы заявили, что атаковали два коммерческих судна. Речь идет о контейнеровозе Tavvishi в Аравийском море, а также о судне Norderney, шедшем под флагом Антигуа и Барбуда. Издание The National информировало сегодня: пожары вспыхнули на двух судах - они шли мимо Йемена и попали под обстрел.",йеменский хуситы сообщить красном море нанести удар баллистический ракета эсминец вмс британия hms diamond писать западный сми по слово мятежник которые ссылаться удар точный степень повреждение корабль уточняться также хуситы заявить атаковать коммерческий судно речь идти контейнеровозе tavvishi аравийский море также судно norderney шедшем флаг антигуа барбуда издание the national информировать сегодня пожар вспыхнуть два суд идти мимо йемен попасть обстрел,"[('вмс', 'ORG'), ('британия', 'LOC'), ('сми', 'ORG'), ('аравийский море', 'LOC'), ('norderney', 'ORG'), ('антигуа барбуда', 'PER'), ('the national', 'ORG'), ('йемен', 'LOC')]"
26,https://www.mk.ru/politics/2024/06/09/khamas-obvinilo-izrail-v-ubiystve-trekh-zalozhnikov-pri-osvobozhdenii-chetverykh.html,ХАМАС обвинило Израиль в убийстве трех заложников при освобождении четверых,"Военное крыло ХАМАС ""Бригады аль-Кассама"" утверждает, что во время операции ЦАХАЛ по освобождению четверых заложников, захваченных боевиками в октябре 2023 года, израильские военные якобы убили троих других пленных. ""Чтоб вы знали, - цитирует заявление РИА Новости, - взамен ваша собственная армия убила трех ваших же заложников"". Также утверждается, что у одного из предполагаемых убитых ""было американское гражданство"". Накануне стало известно об освобождении четырех заложников, включая гражданина РФ, которые были угнаны в плен с музыкального фестиваля в приграничной зоне 7 октября. Власти Израиля сообщали, что в результате масштабного нападения из сектора Газа на населенные пункты погибли свыше тысячи человек, более 200 были захвачены в плен. Читайте также: ""Юная израильтянка из жуткого видео ХАМАС найдена живой и спасена""",военный крыло хамас бригада аль - кассама утверждать время операция цахал освобождение четверо заложник захватить боевик октябрь 2023 год израильский военный якобы убить трое других пленный чтоб знать цитировать заявление риа новость взамен ваш собственный армия убить три ваш заложник также утверждаться одного предполагать убить американский гражданство накануне стать известный освобождение четыре заложник включая гражданин рф которые угнать плен музыкальный фестиваль приграничный зона 7 октябрь власть израиль сообщать результате масштабный нападение сектор газ населить пункт погибнуть свыше тысяча человек 200 захватить плен читайте также юный израильтянка жуткий видео хамас найти живой спасти,"[('хамас', 'ORG'), ('аль - кассама', 'PER'), ('риа', 'ORG'), ('рф', 'LOC'), ('израиль', 'LOC'), ('хамас', 'ORG')]"
27,https://www.mk.ru/incident/2024/06/09/yaponskiy-gonshhikmilliarder-popal-v-avariyu.html,Японский гонщик-миллиардер попал в аварию,"Японского бизнесмена Юсаку Маэдзаву госпитализировали после ДТП на автогонке Ferrari Challenge Japan на острове Хонсю, сообщает телекомпания NHK. 48-летний миллиардер находится в сознании и может говорить – к счастью, травмы оказались незначительными. В результате аварии пострадали два человека. Маэдзава - основатель онлайн-магазина одежды, его состояние оценивается в 1,35 миллиарда долларов. Он известен и как космический турист, проходивший подготовку к 12-суточному полёту на транспортном космическом корабле «Союз МС-20». Запуск к МКС состоялся с космодрома Байконур 8 декабря 2021 года.","японский бизнесмен юсаку маэдзаву госпитализировать дтп автогонке ferrari challenge japan остров хонсю сообщать телекомпания nhk 48-летний миллиардер находиться сознание говорить счастью травма оказаться незначительный в результат авария пострадать человек маэдзава основатель онлайн - магазина одежда состояние оцениваться 1,35 миллиард доллар он известный космический турист проходить подготовка 12-суточному полёту транспортный космический корабль союз мс-20 запуск мкс состояться космодром байконур 8 декабрь 2021 год","[('юсаку маэдзаву', 'PER'), ('nhk', 'ORG'), ('мкс', 'ORG'), ('байконур', 'LOC')]"
28,https://www.mk.ru/incident/2024/06/09/u-88letnego-fizika-ukrali-19-mln-rubley-dlya-registracii-patentov.html,"У 88-летнего физика украли 1,9 млн рублей для ""регистрации патентов""","ГУ МВД по Санкт-Петербургу и Ленинградской области сообщило о розыске преступников, которые обманным путем заставили пожилого мужчину отдать им крупную сумму денег. Как сообщает РЕН ТВ, телефонные мошенники позвонили 88-летнему ученому-физику, представившись сотрудниками ""русской Википедии"". Они заявили, что все патенты исследователя необходимо зарегистрировать в системе, а для этого он должен назвать данные из смс от банка. Пенсионер выполнил условия, а спустя несколько дней банк уведомил клиента о продаже его ценных бумаг на сумму 1 991 840 рублей. Выяснилось, что вырученные средства были переведены на чужой счет. Возбуждено уголовное дело о краже в особо крупном размере.",гу мвд санкт - петербург ленинградский область сообщить розыск преступник которые обманный путь заставить пожилой мужчина отдать крупный сумма деньга как сообщать рен тв телефонный мошенник позвонить 88-летнему учёный - физик представиться сотрудник русский википедия они заявить патент исследователь необходимый зарегистрировать система должный назвать данные смс банк пенсионер выполнить условие спустя несколько день банк уведомить клиент продажа ценный бумага сумма 1 991 840 рубль выясниться выручить средство перевести чужой счёт возбудить уголовный дело краже особо крупный размер,"[('гу', 'ORG'), ('мвд', 'ORG'), ('санкт - петербург', 'LOC'), ('ленинградский область', 'LOC'), ('рен тв', 'ORG')]"
29,https://www.mk.ru/politics/2024/06/09/na-ukraine-prognoziruyut-sereznoe-podorozhanie-khleba.html,На Украине прогнозируют серьезное подорожание хлеба,"Из-за проблем в энергосистеме Украины хлеб в стране подорожает примерно на 30%, прогнозирует глава Всеукраинской ассоциации пекарей Юрий Дученко. В интервью изданию ""Зеркало недели"" он отметил, что несмотря на то, что предприятия хлебной отрасли перевели в статус критической инфраструктуры, в реальности пекарни отключают от энергоснабжения. «Есть все предпосылки для подорожания хлеба на 10%, - спрогнозировал он. - А в последующие месяцы — еще на 20%». Из-за проблем с электричеством часть предприятий переходят на электрогенераторы – это влияет на стабильность работы и ценообразование. Кроме того, по словам Дученко, на подорожание влияет нехватка зерна и дефицит рабочей силы.",Из - за проблема энергосистеме украина хлеб страна подорожать примерно 30 прогнозировать глава всеукраинский ассоциация пекарей юрий дученко в интервью издание зеркало неделя отметить несмотря предприятие хлебный отрасль перевести статус критический инфраструктура реальность пекарня отключать энергоснабжение быть предпосылка подорожание хлеб 10 спрогнозировать а последующий месяц 20 Из - за проблема электричество часть предприятие переходить электрогенератор это влиять стабильность работа ценообразование кроме слово дученко подорожание влиять нехватка зерно дефицит рабочий сила,"[('украина', 'LOC'), ('всеукраинский ассоциация пекарей', 'ORG'), ('юрий дученко', 'PER'), ('дученко', 'PER')]"
30,https://www.mk.ru/politics/2024/06/09/vlasti-kazakhstana-nachali-obsuzhdat-zapret-propagandy-lgbt.html,"Власти Казахстана начали обсуждать запрет ""пропаганды ЛГБТ""","Министерство культуры и информации Казахстана сообщило, что приняло к рассмотрению составленную на онлайн-платформе и набравшую требуемое число подписей петицию под заголовком ""Мы против открытой и скрытой пропаганды ЛГБТ в Республике Казахстан!"" (Верховный суд признал ""движение ЛГБТ"" экстремистской организацией и запретил его деятельность на территории РФ). Срок рассмотрения петиции составляет до 40 рабочих дней, пишут местные СМИ. Сообщается, что министерство собирает рабочую группу из представителей заинтересованных сторон, госорганов и общественных объединений. Ранее казахстанская пресса писала, что автором петиции выступила глава ""союза родителей"" Багила Балтабаева, ранее выходившая на пикеты против местного ""марша феминисток"". Также ряд изданий называли ее ""антипрививочницей"".",министерство культура информация казахстан сообщить принять рассмотрение составленную онлайн - платформе набрать требуемое число подпись петиция заголовок мы против открытый скрытый пропаганда лгбт республике казахстан верховный суд признать движение лгбт экстремистский организация запретить деятельность территория рф срок рассмотрение петиция составлять 40 рабочий день писать местный сми сообщаться министерство собирать рабочий группа представитель заинтересованный сторона госорган общественный объединение ранее казахстанский пресса писать автор петиция выступить глава союз родитель багила балтабаева ранее выходить пикет против местный марш феминистка также ряд издание называть антипрививочницей,"[('казахстан', 'LOC'), ('республике казахстан', 'LOC'), ('верховный суд', 'ORG'), ('рф', 'LOC'), ('сми', 'ORG'), ('союз родитель', 'ORG'), ('багила балтабаева', 'PER')]"
31,https://www.mk.ru/politics/2024/06/09/v-ssha-soobshhili-chto-vsu-uzhe-vospolzovalis-razresheniem-bit-po-rossii.html,"В США сообщили, что ВСУ уже воспользовались разрешением бить по России","Украинская армия уже пользуется разрешением, которое дал президент США Джо Байден, по нанесению ударов по российской территории. Такое заявление сделал советник главы государства по нацбезопасности Джейк Салливан в интервью телеканалу CBS. По его словам, у Вашингтона не было смысла не разрешать Киеву наносить удары американским оружием против целей на территории РФ, откуда идет огонь по Украине. ""Поэтому президент это разрешил. Украинцы применили это разрешение на поле боя"", — заявил советник Байдена. Ранее американская сторона дала разрешение Украине применять оружие, переданное Штатами, по российским регионам, которые граничат с Харьковской областью. Однако запрещено наносить удар дальнобойными ракетами ATACMS.",украинская армия пользоваться разрешение которое дать президент сша джо байден нанесение удар российский территория такой заявление сделать советник глава государство нацбезопасность джейк салливан интервью телеканалу cbs по слово вашингтон смысл разрешать киев наносить удар американский оружие против цель территория рф откуда идти огонь украина поэтому президент это разрешить украинец применить это разрешение поле бой заявить советник байдена ранее американский сторона дать разрешение украина применять оружие передать штат российский регион которые граничить харьковский область однако запретить наносить удар дальнобойный ракета atacms,"[('сша', 'LOC'), ('джо байден', 'PER'), ('cbs', 'ORG'), ('вашингтон', 'LOC'), ('киев', 'LOC'), ('рф', 'LOC'), ('украина', 'LOC'), ('украина', 'LOC'), ('харьковский область', 'LOC')]"
32,https://www.mk.ru/politics/2024/06/09/v-erevane-policiya-ocepila-zdanie-pravitelstva.html,В Ереване полиция оцепила здание правительства,"В Ереване на площади Республики у здания правительства Армении перед митингом с требованием отставки премьера Никола Пашиняна сконцентрированы крупные силы полиции. Так, все входы в здание оцеплены силовиками. Лидер протестного движения архиепископ Баграт Галстанян считает, что сегодняшняя акция будет ключевой. В случае смены власти в Армении он планирует сформировать переходное правительство. Протестные акции с требованием отставки Пашиняна, прекращения процесса делимитации границы с Азербайджаном и передачи Баку ряда приграничных территорий проводятся в армянской столице с 9 мая.",в ереван площадь республика здание правительство армения митинг требование отставка премьер никола пашиняна сконцентрировать крупный сила полиция так входы здание оцепить силовик лидер протестный движение архиепископ баграт галстанян считать сегодняшний акция ключевой в случай смена власть армения планировать сформировать переходный правительство протестный акция требование отставка пашиняна прекращение процесс делимитация граница азербайджан передача баку ряд приграничный территория проводиться армянский столица 9 май,"[('ереван', 'LOC'), ('армения', 'LOC'), ('никола пашиняна', 'PER'), ('баграт галстанян', 'PER'), ('армения', 'LOC'), ('пашиняна', 'PER'), ('азербайджан', 'LOC'), ('баку', 'LOC')]"
33,https://www.mk.ru/politics/2024/06/09/vsu-ranili-boycov-belgorodskoy-samooborony-udarom-bespilotnika.html,ВСУ ранили бойцов белгородской самообороны ударом беспилотника,"В Борисовском районе Белгородской области бойцы белгородской самообороны попали под удар украинского беспилотника. Пострадало трое человек. Об этом сообщил губернатор региона Вячеслав Гладков в своем Telegram-канале. ""Сегодня в Борисовском районе наши ребята подверглись атаке вражеского беспилотника. Трое бойцов ранены"", — написал глава города. Он уточнил, что всех пострадавших отправили в городскую больницу № 2. У двух мужчин диагностировали легкие ранения, третий — находится в состоянии средней степени тяжести.",в борисовский район белгородский область боец белгородский самооборона попасть удар украинского беспилотник пострадать трое человек об сообщить губернатор регион вячеслав гладков свой telegram - канал сегодня борисовский район наш ребята подвергнуться атака вражеский беспилотник трое боец ранить написать глава город он уточнить пострадавших отправить городской больница 2 у два мужчина диагностировать лёгкий ранение третий находиться состояние средний степень тяжесть,"[('борисовский район', 'LOC'), ('белгородский область', 'LOC'), ('вячеслав гладков', 'PER'), ('telegram - канал', 'ORG'), ('борисовский район', 'LOC')]"
34,https://www.mk.ru/politics/2024/06/09/ukrainskie-smi-soobshhayut-o-serii-vzryvov-v-kharkove.html,Украинские СМИ сообщают о серии взрывов в Харькове,"В Харькове на фоне воздушной тревоги прогремела серия взрывов, информирует украинский телеканал ""Общественное"". Согласно данным онлайн-карты министерства цифровой трансформации Украины, воздушная тревога в Харьковской области продолжается почти 9 часов. В сообщении, опубликованном в телеграм-канале телеканала, говорится: ""В Харькове прогремела серия взрывов"". Информации о взрывах из официальных источников еще не поступало.",в харьков фон воздушный тревога прогреметь серия взрыв информировать украинский телеканал общественное Согласно данным онлайн - карта министерство цифровой трансформация украина воздушный тревога харьковский область продолжаться 9 час в сообщение опубликовать телеграм - канал телеканал говориться в харьков прогреметь серия взрыв информация взрыв официальный источник поступать,"[('министерство цифровой трансформация', 'ORG'), ('украина', 'LOC'), ('харьковский область', 'LOC'), ('харьков', 'LOC')]"
35,https://www.mk.ru/politics/2024/06/09/narendra-modi-snova-stal-premerom-indii.html,Нарендра Моди снова стал премьером Индии,"Нарендра Моди, как лидер победившего на выборах в парламент Индии ""Национально-демократического альянса"", принес присягу в качестве нового премьер-министра. По итогам голосования в законодательный орган партия Моди ""Бхаратия джаната парти"" набрала 240 мест (на 32 меньше необходимого для формирования правительства). Однако с учетом голосов партий, входящих в ""Национально-демократический альянс"", политическое объединение набрало 292 места в парламенте. Так было сформировано новое коалиционное правительство. Моди, таким образом, будет возглавлять кабмин три срока подряд. Торжественная церемония приведения премьера к присяге прошла в условиях усиленной безопасности.",нарендра моди лидер победить выбор парламент индия национально - демократический альянс принести присяга качество новый премьер - министр по итог голосование законодательный орган партия моди бхаратия джаната парти набрать 240 место 32 меньше необходимый формирование правительство однако учёт голос партия входить национальный - демократический альянс политический объединение набрать 292 место парламент так сформировать новый коалиционный правительство моди такой образ возглавлять кабмин срок подряд торжественный церемония приведение премьер присяге пройти условие усилить безопасность,"[('нарендра моди', 'PER'), ('индия', 'LOC'), ('джаната парти', 'PER'), ('национальный - демократический альянс', 'ORG'), ('моди', 'PER')]"
36,https://www.mk.ru/incident/2024/06/09/izza-devushki-pytavshiysya-zarezat-iteksperta-gosdumy-roker-obyasnilsya.html,"""Из-за девушки"": пытавшийся зарезать IT-эксперта Госдумы рокер объяснился","Shot сообщает, что задержанный за нападение на двух человек на востоке Москвы Роман Медведкин подтвердил участие в драке, в результате которой один человек пострадал, один погиб. Ранее СМИ сообщили, что глава АНО ""Цифровые технологии"", член IT-советов при парламенте и ряде ведомств Арсений Щельцин был госпитализирован с ножевыми ранениями, а его друг погиб в ходе конфликта на Сиреневом бульваре. Со ссылкой на источники сообщалось, что мужчины сделали замечание шумевшей паре, выглядевшей подозрительно, что привело к конфликту с применением ножа. По имеющимся данным, задержанный - 47-летний лидер рок-группы ""Пасека"". Из публикации Shot следует, что задержанный фактически признал вину, однако объяснил свои действия самообороной. Он, как сообщается, заявил, что двое мужчин проявили агрессию первыми и оскорбили его девушку, а затем принялись избивать его вдвоем, что вынудило его достать нож. В то же время выживший Щельцин, по словам источников, заявил, что они с другом приняли пару за ""закладчиков"" и что после нападения на его приятеля девушка подначивала нападавшего бойфренда убить второго оппонента. По предварительным данным, получивший девять ножевых ранений друг Щельцина скончался в машине скорой помощи, сам IT-эксперт уже переведен из реанимации в хирургическое отделение.",shot сообщать задержать нападение два человек востоке москва роман медведкин подтвердить участие драка результат которой человек пострадать погибнуть ранее сми сообщить глава ано цифровой технология член it - совет парламент ряд ведомство арсений щельцин госпитализировать ножевой ранение друг погибнуть ход конфликт сиреневый бульвар Со ссылка источник сообщаться мужчина сделать замечание шумевшей пара выглядеть подозрительно привести конфликт применение нож по иметься данным задержать 47-летний лидер рок - группы пасека Из публикация shot следовать задержать фактически признать вина однако объяснить свой действие самообороной он сообщаться заявить двое мужчина проявить агрессия первый оскорбить девушка затем приняться избивать вдвоём вынудить достать нож в время выжить щельцин слово источник заявить друг принять пара закладчик нападение приятель девушка подначивала нападать бойфренд убить второй оппонент по предварительный данным получить девять ножевой ранение друг щельцина скончаться машина скорый помощь it - эксперт перевести реанимация хирургический отделение,"[('shot', 'ORG'), ('москва', 'LOC'), ('роман медведкин', 'PER'), ('сми', 'ORG'), ('ано', 'ORG'), ('shot', 'ORG'), ('щельцина', 'PER')]"
37,https://www.mk.ru/politics/2024/06/09/stalo-izvestno-skolko-francuzskikh-istrebiteley-mirage-20005-mozhet-poluchit-kiev.html,"Стало известно, сколько французских истребителей Mirage 2000-5 может получить Киев","Франция может предоставить Украине только не более шести истребителей Mirage 2000-5, остальные Париж собирается искать в других странах. Об этом сообщает издание La Tribune Dimanche (LTD). По информации информагентства, Воздушные силы Франции имеют только 26 самолетов такого типа. В связи с этим, если Париж хочет оставить хотя бы одну эскадру, которая насчитывает 20 самолетов, то они могут отправить Киеву только шесть единиц. Кроме того, автор публикации отмечает, что отправки всего шести истребителей Mirage 2000-5 недостаточно для того, чтобы хоть как-то ""удовлетворить амбиции президента Франции Эммануэля Макрона"". Издание утверждает, что глава французского государства планирует остаться в центре политической игры вокруг помощи Украине. Читайте также: Business Insider: французские истребители не помогут Украине",франция предоставить украина шесть истребитель mirage 2000 - 5 остальные париж собираться искать других страна об сообщать издание la tribune dimanche ltd по информация информагентство воздушный сила франция иметь 26 самолёт такой тип в связь это париж хотеть оставить хотя одну эскадра которая насчитывать 20 самолёт мочь отправить киев шесть единица кроме автор публикация отмечать отправка шесть истребитель mirage 2000 - 5 недостаточно как - то удовлетворить амбиция президент франция эммануэля макрон издание утверждать глава французский государство планировать остаться центр политический игра вокруг помощь украина читайте также business insider французский истребитель помочь украина,"[('франция', 'LOC'), ('украина', 'LOC'), ('париж', 'LOC'), ('la tribune dimanche ltd', 'ORG'), ('франция', 'LOC'), ('париж', 'LOC'), ('киев', 'LOC'), ('франция', 'LOC'), ('эммануэля макрон', 'PER'), ('украина', 'LOC'), ('business insider', 'ORG'), ('украина', 'LOC')]"
38,https://www.mk.ru/politics/2024/06/09/priznany-sostoyavshimisya-vybory-v-parlament-yuzhnoy-osetii.html,Признаны состоявшимися выборы в парламент Южной Осетии,"К 15 часам явка избирателей на выборах депутатов в парламент Южной Осетии составила 54,86%. Следовательно, как заявили в ЦИК республики, выборы депутатов VIII созыва считаются состоявшимися. Член комитета СФ по международным делам Сергей Цеков отметил высокие стандарты проведения выборов депутатов законодательного органа: «Контроль очень высокий». Выборы в парламент проходят по смешанной мажоритарно-пропорциональной системе. Половину из 34 депутатов выбирают по партийным спискам, другую часть - по одномандатным округам. Для голосования открыто 73 избирательных участков. Читайте также: В Баку сделали заявление по поводу выборов в Южной Осетии","К 15 час явка избиратель выбор депутат парламент южный осетия составить 54,86 следовательно заявить цик республика выбор депутат viii созыв считаться состоявшимися член комитет сф международный дело сергей цеков отметить высокий стандарт проведение выбор депутат законодательный орган контроль очень высокий выборы парламент проходить смешанный мажоритарный - пропорциональный система половина 34 депутат выбирать партийный список другую часть одномандатный округ Для голосование открыть 73 избирательный участок читайте также в баку сделать заявление повод выбор южный осетия","[('цик', 'ORG'), ('сф', 'ORG'), ('сергей цеков', 'PER'), ('баку', 'LOC')]"
