,link,title,text,text_lemmas,NER
95,https://www.mk.ru/politics/2024/06/09/raketnaya-opasnost-srazu-v-dvukh-rossiyskikh-oblastyakh.html,Ракетная опасность сразу в двух российских областях,"Губернатор Белгородской области Вячеслав Гладков сообщил о ракетной опасности в Белгороде и Белгородскомм районе. ""Спуститесь в подвал, - призвал глава региона. - Оставайтесь там до получения сигнала ""Отбой ракетной опасности"". Спустя несколько минут о ракетной опасности объявил губернатор Воронежской области Александр Гусев. Местных жителей призвали укрыться в помещениях без окон со сплошными стенами, при нахождении на улице - зайти в укрытие.",губернатор белгородский область вячеслав гладков сообщить ракетный опасность белгороде белгородскомм район спуститесь подвал призвать глава регион оставайтесь получение сигнал отбой ракетный опасность Спустя несколько минута ракетный опасность объявить губернатор воронежский область александр гусев местный житель призвать укрыться помещение окно сплошной стена нахождение улица зайти укрытие,"[('белгородский область', 'LOC'), ('вячеслав гладков', 'PER'), ('белгородскомм район', 'PER'), ('Спустя', 'PER'), ('воронежский область', 'LOC'), ('александр гусев', 'PER')]"
96,https://www.mk.ru/incident/2024/06/09/91letnego-milliardera-obvinili-v-seksualnykh-prestupleniyakh.html,91-летнего миллиардера обвинили в сексуальных преступлениях,"Основателя компании по производству автозапчастей Magna International Фрэнка Стронаха обвинили в пяти эпизодах сексуальных преступлений в период с 1980-го по 2023 год. Вскоре бизнесмен предстанет перед судом. Сейчас он с состоянием 1,5 млрд занимает 31-ю строчку в списке богатейших канадцев. 7 июня 2024 года Фрэнк Стронах был арестован. Его обвинили в изнасиловании, двух эпизодах сексуального насилия и других преступлениях такого рода, информирует сайт полиции канадского региона Пил. «Жертв больше одной», — заявил констебль полиции Тайлер Белл, отказавшийся назвать точное число, передает Associated Press. По его словам, речь идет об эпизодах, которые относятся к периоду с 1980-го по 2023 год. Стронаха пока освободили из-под стражи, но вскоре он предстанет перед судом Онтарио. Адвокат миллиардера заявил, что его клиент «категорически отрицает обвинения в неподобающем поведении», передает Bloomberg.","основатель компания производство автозапчастей magna international фрэнк стронаха обвинить пять эпизод сексуальный преступление период 1980-й 2023 год вскоре бизнесмен предстать суд сейчас состояние 1,5 млрд занимать 31-ю строчка список богатый канадец 7 июнь 2024 год фрэнк стронах арестовать его обвинить изнасилование два эпизод сексуальный насилие других преступление такой род информировать сайт полиция канадский регион пил жертва одной заявить констебль полиция тайлер белл отказаться назвать точный число передавать associated press по слово речь идти эпизод которые относиться период 1980-й 2023 год стронаха пока освободить из - под стража вскоре предстать суд онтарио адвокат миллиардер заявить клиент категорически отрицать обвинение неподобающем поведение передавать bloomberg","[('magna international', 'ORG'), ('фрэнк стронаха', 'PER'), ('фрэнк стронах', 'PER'), ('тайлер белл', 'PER'), ('associated press', 'ORG'), ('онтарио', 'LOC'), ('bloomberg', 'ORG')]"
97,https://www.mk.ru/politics/2024/06/09/ekssovetnik-pentagona-zayavil-chto-ukraina-proigrala-v-konflikte-s-rossiey.html,"Экс-советник Пентагона заявил, что Украина проиграла в конфликте с Россией","Профессор MIT и экс-советник Пентагона Теодор Постол высказал свою точку зрения в интервью для YouTube-канала Dialogue Works, заявив, что Украина уже проиграла в этом конфликте. По его мнению, президент Украины Владимир Зеленский идет на риск потери своего народа в погоне за созданием благоприятного имиджа на Западе. Теодор Постол утверждает, что Киев проиграл в этой ситуации, и подчеркнул, что демографическая картина на Украине напоминает ""черную дыру"". Население бывшей советской республики может сократиться с 37 до 26 млн через 10 лет потому, что детей стало появляться меньше. Много украинцев уехали за границу. На фоне военных действий, где гибнут мужчины, ситуация вырисовывается более чем критическая.",профессор mit экс - советник пентагон теодор постол высказать точка зрение интервью youtube - канала dialogue works заявить украина проиграть конфликте по мнение президент украина владимир зеленский идти риск потеря свой народ погоня создание благоприятный имидж западе теодор постол утверждать киев проиграть ситуация подчеркнуть демографический картина украина напоминать чёрный дыра население бывший советский республика сократиться 37 26 млн 10 год ребёнок стать появляться маленький много украинец уехать граница на фон военный действие гибнуть мужчина ситуация вырисовываться критический,"[('пентагон', 'ORG'), ('youtube - канала', 'ORG'), ('dialogue works', 'ORG'), ('украина', 'LOC'), ('украина', 'LOC'), ('владимир зеленский', 'PER'), ('киев', 'LOC'), ('украина', 'LOC')]"
98,https://www.mk.ru/politics/2024/06/09/znatoku-chto-gde-kogda-askerovu-grozit-eshhe-odno-ugolovnoe-delo.html,"Знатоку ""Что? Где? Когда?"" Аскерову грозит еще одно уголовное дело","ТАСС со ссылкой на источники в правоохранительных органах сообщает, что бывшему игроку ""Что? Где? Когда?"" Ровшану Аскерову (внесен в РФ в реестр иноагентов) грозит уголовное дело за неисполнение обязанностей иностранного агента. По словам источника, если дело ст. 330.1 УК РФ будет заведено, ""Аскерову грозит до двух лет лишения свободы"". В реестр иноагентов Аскеров был внесен в декабре 2022 года, с тех пор трижды был оштрафован за нарушение правил деятельности инагентов. Аскеров уехал из России в мае 2022 года. В том же месяце Басманный суд Москвы заочно арестовал его по делу о реабилитации нацизма из-за поста в соцсети о маршале Георгии Жукове. Аскеров находится в федеральном розыске. Накануне Роскомнадзор сообщил, что передал в Следственный комитет данные о 45 иноагетах, которых ведомство обвиняет в ""систематических"" нарушениях требований о маркировке своих публикаций. Сообщалось, что в отношении 25 лиц из списка уже возбуждены уголовные дела.",тасс ссылка источник правоохранительный орган сообщать бывший игрок что где когда ровшан аскеров внести рф реестр иноагентов грозить уголовный дело неисполнение обязанность иностранный агент по слово источник дело ст 330.1 ук рф завести аскеров грозить два год лишение свобода в реестр иноагентов аскеров внести декабрь 2022 год тот пора трижды оштрафовать нарушение правило деятельность инагентов аскеров уехать россия май 2022 год в месяц басманный суд москва заочно арестовать дело реабилитация нацизм из - за пост соцсеть маршал георгий жуков аскеров находиться федеральный розыск накануне роскомнадзор сообщить передать следственный комитет данные 45 иноагетах которых ведомство обвинять систематический нарушение требование маркировка свой публикация сообщаться отношение 25 лицо список возбудить уголовный дело,"[('тасс', 'ORG'), ('рф', 'LOC'), ('ст', 'ORG'), ('рф', 'LOC'), ('россия', 'LOC'), ('басманный суд', 'ORG'), ('москва', 'LOC'), ('георгий жуков', 'PER'), ('роскомнадзор', 'ORG')]"
99,https://www.mk.ru/social/2024/06/09/v-turcii-ozhidayut-rekordnuyu-zharu.html,В Турции ожидают рекордную жару,"В июле-августе в Турции может быть зафиксирована рекордная жара, считает метеоролог Стамбульского технического университета профессор Орхан Шен. По всей вероятности, будут побиты рекорды. В 2023 году в Стамбуле, как известно, термометры показали 41,3 градуса, и это был самый жаркий день за последние 85 лет. «В этом году будет 42-43. Будьте готовы», – предупредил синоптик. Этим летом частыми будут «волны тепла», полагает Шен. Это когда в течение нескольких дней температура воздуха будет значительно превышать климатическую норму.","в июль - август турция зафиксировать рекордный жара считать метеоролог стамбульского технический университет профессор орхан шен по весь вероятность быть побить рекорд в 2023 год стамбуле известный термометр показать 41,3 градус это самый жаркий день последний 85 год в год 42 - 43 быть готовый предупредить синоптик это лето частый быть волна тепло полагать шен это течение несколько день температура воздух значительно превышать климатический норма","[('турция', 'LOC'), ('стамбульского технический университет', 'ORG'), ('стамбуле', 'LOC')]"
100,https://www.mk.ru/moscow/2024/06/09/sinoptiki-rasskazali-o-pogode-v-moskve-v-voskresene.html,Синоптики рассказали о погоде в Москве в воскресенье,"В последний день недели в столичном регионе сохранится преимущественно ясная теплая погода без существенных осадков. Метеорологи прогнозируют в городе до плюс 21-23 градусов, по области - до плюс 24. Погода в воскресенье в Москве определяется слабовыраженным гребнем антициклона, благодаря чему осадки маловероятны, сообщил ведущий специалист центра ""Фобос"" Евгений Тишковец. По его словам, температурный фон будет находиться в пределах климатической нормы. ""В Москве облачно с прояснениями, - отметил эксперт. - На юге Подмосковья местами возможен небольшой дождь"". Ожидается западный, северо-западный ветер со скоростью 3-8 м/с, атмосферное давление составит 744 миллиметра ртутного столба, что несколько ниже нормы.",в последний день неделя столичный регион сохраниться преимущественно ясный тёплый погода существенный осадок метеоролог прогнозировать город плюс 21 - 23 градус область плюс 24 погода воскресение москва определяться слабовыраженный гребень антициклон благодаря что осадок маловероятный сообщить ведущий специалист центр фобос евгений тишковец по слово температурный фон находиться предел климатический норма в москва облачный прояснениями отметить эксперт на юг подмосковье место возможный небольшой дождь ожидаться западный северо - западный ветер скорость 3 - 8 м / с атмосферный давление составить 744 миллиметр ртутный столб несколько низкий норма,"[('москва', 'LOC'), ('евгений тишковец', 'PER'), ('москва', 'LOC'), ('подмосковье', 'LOC')]"
101,https://www.mk.ru/politics/2024/06/09/pered-pokusheniem-eksmeru-kupyanska-v-rossii-dali-prestizhnuyu-rabotu.html,Перед покушением экс-мэру Купянска в России дали престижную работу,"Бывший мэр Купянска Харьковской области Геннадий Мацегора, уехавший в Россию после выхода ВС РФ из города, был трудоустроен на руководящую должность на новом месте и работал там до покушения. Согласно данным из открытых источников, с июля 2023 года Мацегора является директором спорткомплекса ""Георгиевский"" в Старом Осколе, где он проживал после Купянска. На страницах объекта в соцсетях указано, что для посетителей он открылся только в декабре прошлого года. Информацию о том, что именно экс-мэр Купянска руководил новым спорткомплексом, подтвердили источники ряда СМИ. Накануне стало известно, что на Мацегору было совершено покушение возле его дома в Старом Осколе. По словам источников, он выжил и был в тяжелом состоянии эвакуирован в Москву. Официальных данных от правоохранительных органов на этот счет пока не поступало. На Украине Мацегора является фигурантом уголовного дела о госизмене. В конце февраля 2022 года он опубликовал видеообращение к жителям Купянска, подтвердив свое сотрудничество с ВС РФ и объяснив это желанием ""не допустить боевых действий в городе"". Россия утратила контроль над Купянском в сентябре того же года, когда Минобороны РФ объявило о решении перегруппировать силы в районе Балаклеи и Изюма.",бывший мэр купянск харьковский область геннадий мацегора уехать россия выход вс рф город трудоустроить руководить должность новый место работать покушение Согласно данным открытый источник июль 2023 год мацегора являться директор спорткомплекс георгиевский старом осколе проживать купянска на страница объект соцсетях указать посетитель открыться декабре прошлый год информация именно экс - мэр купянск руководить новый спорткомплекс подтвердить источник ряд сми накануне стать известный мацегору совершить покушение возле дом старом осколе по слово источник выжить тяжёлый состояние эвакуировать москва официальный данных правоохранительный орган счёт пока поступать на украина мацегора являться фигурант уголовный дело госизмене в конец февраль 2022 год опубликовать видеообращение житель купянск подтвердить свой сотрудничество вс рф объяснить это желание допустить боевой действие город россия утратить контроль купянском сентябрь год минобороны рф объявить решение перегруппировать сила район балаклея изюм,"[('купянск', 'LOC'), ('харьковский область', 'LOC'), ('геннадий мацегора', 'PER'), ('россия', 'LOC'), ('вс', 'ORG'), ('рф', 'LOC'), ('мацегора', 'PER'), ('купянск', 'LOC'), ('сми', 'ORG'), ('москва', 'LOC'), ('украина', 'LOC'), ('купянск', 'LOC'), ('вс', 'ORG'), ('рф', 'LOC'), ('россия', 'LOC'), ('минобороны', 'ORG'), ('рф', 'LOC')]"
102,https://www.mk.ru/politics/2024/06/09/v-yuzhnoy-osetii-vybirayut-deputatov.html,В Южной Осетии выбирают депутатов,"В 8 утра началось голосование на выборах в парламент Южной Осетии. Избирательные участки закроются в 20:00 мск. Выборы в законодательный орган проходят по смешанной мажоритарно-пропорциональной системе. Ровно половину из 34 парламентариев избиратели выбирают по партийным спискам, а другую половину - по одномандатным округам. В избирательных бюллетенях представлены 7 политических партий: ""Единая Осетия"", ""Единство народа"", ""Единство"", Коммунистическая партия, Народная партия, ""Ныхас"", ""Иры фарн"".",в 8 утро начаться голосование выбор парламент южный осетия избирательный участок закрыться 20:00 мск выбор законодательный орган проходить смешанный мажоритарный - пропорциональный система ровно половина 34 парламентарий избиратель выбирать партийный список другую половина одномандатный округ в избирательный бюллетень представить 7 политический партия единый осетия единство народ единство коммунистический партия народный партия ныхас иры фарн,"[('коммунистический партия', 'ORG')]"
103,https://www.mk.ru/politics/2024/06/09/bayden-i-makron-csoglasilis-s-ispolzovaniem-pribyli-ot-rossiyskikh-aktivov-dlya-kieva.html,Байден и Макрон cсогласились с использованием прибыли от российских активов для Киева,"Президенты Франции и США Эммануэль Макрон и Джо Байден поддержали использование Киевом прибыли от российских активов. Соответствующее заявление лидеров двух стран опубликовано на сайте Белого дома. Президенты обязуются поддержать усилия Европейского союза и «Большой семерки» по получению непредвиденной прибыли от иммобилизованных российских суверенных активов в пользу Украины, говорится в заявлении по итогам визита Байдена во Францию. «Франция и США являются сопредседателями артиллерийской коалиции в Контактной группе по обороне Украины и намерены предпринять новые шаги для оказания необходимой поддержки Украине на текущем этапе и в долгосрочной перспективе», - говорится в документе. Относительно саммита ""Большой семерки"" Макрон надеется, что все члены G7 смогут снова подтвердить свои планы по выделению Украине помощи на сумму $50 млрд. В свою очередь Байден напомнил об объявленном им накануне очередном пакете помощи Киеву в $225 млн.",президент франция сша эммануэль макрон джо байден поддержать использование киев прибыль российский актив соответствующий заявление лидер два страна опубликовать сайт белый дом президент обязываться поддержать усилие европейский союз большой семёрка получение непредвиденный прибыль иммобилизованных российский суверенный актив польза украина говориться заявление итог визит байдена францию франция сша являться сопредседатель артиллерийский коалиция контактный группа оборона украина намерен предпринять новый шаг оказание необходимый поддержка украина текущий этап долгосрочный перспективе говориться документ Относительно саммит большой семёрка макрон надеяться член g7 смочь снова подтвердить свой план выделение украина помощь сумма 50 млрд в очередь байден напомнить объявить накануне очередной пакет помощь киев 225 млн,"[('франция', 'LOC'), ('сша', 'LOC'), ('эммануэль макрон джо байден', 'PER'), ('киев', 'LOC'), ('белый дом', 'LOC'), ('европейский союз', 'LOC'), ('украина', 'LOC'), ('францию', 'LOC'), ('франция', 'LOC'), ('сша', 'LOC'), ('украина', 'LOC'), ('украина', 'LOC'), ('макрон', 'PER'), ('g7', 'ORG'), ('украина', 'LOC'), ('киев', 'LOC')]"
104,https://www.mk.ru/incident/2024/06/09/migranty-podozrevayutsya-v-gruppovom-iznasilovanii-15letney-devochki.html,Мигранты подозреваются в групповом изнасиловании 15-летней девочки,"Пятеро выходцев из Узбекистана подозреваются в изнасиловании девушки 2008 года рождения в Чите. По данным следствия, происшествие случилось 5 июня около 23 часов в поселке Аэропорт. По информации Babr mash, девушка шла с вечерних занятий. Двое подозреваемых 53 лет и 22 лет были задержаны через несколько часов - они взяты под стражу по решению суда. Еще трое подозреваемых были задержаны в Бурятии, когда пытались пересечь границу. Председатель забайкальского «Союза народов Узбекистана» Тохир Мадияров заявил, что фигуранты дела не участвовали в жизни организации. Мужчины, по его данным, приехали в российский регион на заработки. «Они должны понести справедливое наказание в соответствии с законом РФ», — говорится в комментарии организации.",пятеро выходец узбекистан подозреваться изнасилование девушка 2008 год рождение чите по данным следствие происшествие случиться 5 июнь около 23 час посёлок аэропорт по информация babr mash девушка идти вечерний занятие двое подозреваемых 53 год 22 год задержать несколько час взять страж решение суд ещё трое подозреваемых задержать бурятия пытаться пересечь граница председатель забайкальский союз народ узбекистан тохир мадияров заявить фигурант дело участвовать жизнь организация мужчина данным приехать российский регион заработок они должный понести справедливый наказание соответствии закон рф говориться комментарий организация,"[('узбекистан', 'LOC'), ('забайкальский союз народ', 'ORG'), ('узбекистан', 'LOC'), ('тохир мадияров', 'PER'), ('рф', 'LOC')]"
105,https://www.mk.ru/social/2024/06/09/moshenniki-aktiviziruyutsya-pered-ege-predupredil-rosobrnadzor.html,"Мошенники активизируются перед ЕГЭ, предупредил Рособрнадзор","Глава Рособрнадзора Анзор Музаев сообщил об активизации мошенников перед ЕГЭ. В беседе с ТАСС он отметил, что его ведомство фиксирует всплеск мошеннических атак, связанных с единым государственным экзаменом. Например, аферисты могут продавать фальшивые варианты заданий экзамена через Telegram. Ранее эксперты рассказали, каким образом мошенники используют ЕГЭ. Так, аферисты пользуются проверенной уловкой – таргетированной рекламой, а боты в мессенджерах предлагают три вида услуг. Первая – вписать сдающего «в единую базу ЕГЭ», как будто он его уже сдал. Затем мошенники пришлют «липовый» сертификат и скажут, что после этого даже на ЕГЭ можно будет не идти. Второй вариант – предложение купить «правильные ответы со 100-процентной гарантией». Третий вариант – приобретение «доступа к базе сливов ЕГЭ», которой можно будет воспользоваться непосредственно на экзамене. Легковерной жертве предлагается сначала заплатить, а «слитые ответы» он якобы должен получить в день сдачи ЕГЭ.",глава рособрнадзор анзор музаев сообщить активизация мошенник егэ в беседа тасс отметить ведомство фиксировать всплеск мошеннический атака связать единый государственный экзамен например аферист мочь продавать фальшивый вариант задание экзамен telegram ранее эксперт рассказать какой образ мошенник использовать егэ так аферист пользоваться проверить уловка таргетированной реклама боты мессенджер предлагать вид услуга первый вписать сдавать единый база егэ сдать затем мошенник прислать липовый сертификат сказать егэ идти второй вариант предложение купить правильный ответ 100-процентной гарантия третий вариант приобретение доступ база слив егэ которой воспользоваться непосредственно экзамене легковерный жертва предлагаться сначала заплатить слитые ответ якобы должный получить день сдача егэ,"[('рособрнадзор', 'ORG'), ('анзор музаев', 'PER'), ('тасс', 'ORG'), ('telegram', 'ORG')]"
106,https://www.mk.ru/politics/2024/06/09/igor-dodon-rasskazal-pochemu-ukraina-do-sikh-por-ne-napala-na-pridnestrove.html,"Игорь Додон рассказал, почему Украина до сих пор не напала на Приднестровье","Бывший президент Молдавии Игорь Додон заявил, что Украина не атакует Приднестровье только потому, что эта территория де-юре признана как часть Молдавии. Украина не вмешивается в ситуацию в Приднестровье из-за стремления Киева сохранить хорошие отношения с Кишиневом. Об этом сообщает РИА Новости. Экс-президент отметил, что если бы Приднестровье было независимым, каким оно стремилось быть в последние 25 лет, то ситуация могла бы быть значительно иной. Он подчеркнул, что для обеспечения безопасности Приднестровья важно сохранить его статус части Молдовы. Этот вопрос становится еще более актуальным, учитывая, что более 60 процентов населения Приднестровья составляют русские и украинцы. История Приднестровья тесно связана с распадом Советского Союза. В последние годы существования СССР регион стремился выйти из состава Молдавии из-за опасений, что Молдавия может присоединиться к Румынии. После неудачной попытки Кишинева урегулировать ситуацию силовым путем в 1992 году Приднестровье фактически стало независимой территорией.",бывший президент молдавия игорь додон заявить украина атаковать приднестровье этот территория де - юре признать часть молдавия украина вмешиваться ситуация приднестровье из - за стремление киев сохранить хороший отношение кишинёв об сообщать риа новость экс - президент отметить приднестровье независимый какой оно стремилось последний 25 год ситуация мочь значительно иной он подчеркнуть обеспечение безопасность приднестровье важный сохранить статус часть молдова этот вопрос становиться актуальный учитывать 60 процент население приднестровье составлять русский украинец история приднестровье тесно связать распад советский союз в последний год существование ссср регион стремиться выйти состав молдавия из - за опасение молдавия присоединиться румыния После неудачный попытка кишинёв урегулировать ситуация силовой путь 1992 год приднестровье фактически стать независимый территория,"[('молдавия', 'LOC'), ('игорь додон', 'PER'), ('украина', 'LOC'), ('приднестровье', 'LOC'), ('молдавия', 'LOC'), ('украина', 'LOC'), ('приднестровье', 'LOC'), ('киев', 'LOC'), ('риа', 'ORG'), ('приднестровье', 'LOC'), ('приднестровье', 'LOC'), ('приднестровье', 'LOC'), ('приднестровье', 'LOC'), ('советский союз', 'LOC'), ('ссср', 'LOC'), ('молдавия', 'LOC'), ('молдавия', 'LOC'), ('приднестровье', 'LOC')]"
107,https://www.mk.ru/economics/2024/06/09/smi-soobshhili-o-bystrom-roste-torgovli-rf-i-ssha.html,СМИ сообщили о быстром росте торговли РФ и США,"Торговля России и США по итогам апреля 2024 года увеличилась на 20%, сообщает РИА Новости со ссылкой на данные американских таможенников. Наибольший рост показал российский экспорт, который по итогам апреля увеличился на 37%. При этом взрывной рост показали поставки удобрений из РФ в США – на 1,6%, до $164 млн. Также основу российского экспорта в США составили платина (рост в 32 раза, до $94,2 млн) и турбореактивные двигатели (рост в 3 раза, до $10,1 млн), фосфаты ($4 млн) и жмых из соевого масла ($4 млн). При этом резко сократились поставки из США в РФ – сразу на 48%, до $34 млн. Экспорт США в Россию состоял главным образом из продуктов питания (рост в 2 раза, до $6,7 млн), вакцин (снижение в 3,5 раза, $6,2 млн), медицинских приборов ($3,1 млн), рентгеновского оборудования ($2 млн) и реагентов медицинского назначения ($1,8 млн). В то же время в месячном выражении товарооборот РФ и США уменьшился почти на треть из-за прекращения поставок в США урана из России.","торговля россия сша итог апрель 2024 год увеличиться 20 сообщать риа новость ссылка данные американский таможенник больший рост показать российский экспорт который итог апрель увеличиться 37 При взрывной рост показать поставка удобрение рф сша 1,6 164 млн также основа российский экспорт сша составить платина рост 32 раз 94,2 млн турбореактивный двигатель рост 3 раз 10,1 млн фосфаты 4 млн жмых соевый масло 4 млн При резко сократиться поставка сша рф сразу 48 34 млн экспорт сша россия состоять главный образ продукт питание рост 2 раз 6,7 млн вакцина снижение 3,5 раз 6,2 млн медицинский прибор 3,1 млн рентгеновский оборудование 2 млн реагент медицинский назначение 1,8 млн в время месячный выражение товарооборот рф сша уменьшиться треть из - за прекращение поставка сша уран россия","[('торговля россия', 'ORG'), ('сша', 'LOC'), ('риа', 'ORG'), ('рф', 'LOC'), ('сша', 'LOC'), ('сша', 'LOC'), ('сша', 'LOC'), ('рф', 'LOC'), ('сша', 'LOC'), ('россия', 'LOC'), ('рф', 'LOC'), ('сша', 'LOC'), ('сша', 'LOC'), ('россия', 'LOC')]"
108,https://www.mk.ru/social/2024/06/09/rosobrnadzor-anonsiroval-ogranicheniya-po-kontrolnym-rabotam-v-shkolakh.html,Рособрнадзор анонсировал ограничения по контрольным работам в школах,"Российским школам запретят занимать больше 10% учебного времени контрольными работами, заявил глава Рособрнадзора Анзор Музаев. По его словам, нововведение вступит в силу с 1 сентября этого года. Оно не будет распространяться на Всероссийские проверочные работы. «А все остальное — это нарушение, за которое понесут наказание руководители образовательных учреждений, муниципалитеты, если они виноваты, министерства региональные», - сообщил Музаев. Он также отметил, что его ведомство будет тщательно контролировать соблюдение этого положения.",российский школа запретить занимать 10 учебный время контрольный работа заявить глава рособрнадзор анзор музаев по слово нововведение вступить сила 1 сентябрь год оно распространяться всероссийский проверочный работа а остальное это нарушение которое понести наказание руководитель образовательный учреждение муниципалитет виноватый министерство региональный сообщить музаев он также отметить ведомство тщательно контролировать соблюдение положение,"[('рособрнадзор', 'ORG'), ('анзор музаев', 'PER'), ('музаев', 'PER')]"
109,https://www.mk.ru/politics/2024/06/09/v-chekhii-uvelichili-kolichestvo-policeyskikh-v-svyazi-s-terroristicheskoy-ugrozoy.html,В Чехии увеличили количество полицейских в связи с террористической угрозой,"В Чехии полиция объявила о возможной угрозе теракта. В стране были приняты срочные меры безопасности. По информации издания Idnes, глава МВД Вит Ракушан подтвердил, что полиция активно предпринимает превентивные действия, несмотря на отсутствие конкретной информации о непосредственной угрозе. Вит Ракушан также отметил, что дополнительные данные будут предоставлены общественности в ближайшее время. Согласно информации издания, полиция перешла в режим террористической угрозы уже в субботу, и повышенные меры безопасности будут действовать до появления новых распоряжений. По мнению журналистов, угроза, из-за которой были ужесточены меры безопасности, может быть не ограничена только Чехией. На улицах Праги повсюду появились вооруженные патрули полиции, особенно вблизи железнодорожных и автобусных вокзалов. На автомагистралях проводится проверка документов. Эти меры направлены на обеспечение безопасности граждан и предотвращение возможных инцидентов. В связи с угрозой терроризма сотрудничество между различными службами безопасности в стране и международными партнерами также усилено. Последний раз меры безопасности были усилены больше месяца назад. 30 апреля МВД сообщило, что правительство ввело большее количество полицейских в связи с организацией чемпионата по хоккею в Праге и Остраве.",в чехия полиция объявить возможный угроза теракт в страна принять срочный мера безопасность по информация издание idnes глава мвд вит ракушан подтвердить полиция активно предпринимать превентивный действие несмотря отсутствие конкретный информация непосредственный угроза вит ракушан также отметить дополнительный данные быть предоставить общественность близкий время Согласно информация издание полиция перейти режим террористический угроза суббота повышенный мера безопасность быть действовать появление новый распоряжение по мнение журналист угроза из - за которой ужесточить мера безопасность ограничить чехия на улица прага повсюду появиться вооружить патруль полиция особенно вблизи железнодорожный автобусный вокзал на автомагистраль проводиться проверка документ этот мера направить обеспечение безопасность гражданин предотвращение возможный инцидент в связь угроза терроризм сотрудничество различный служба безопасность страна международный партнёр также усилить последний мера безопасность усилить месяц назад 30 апрель мвд сообщить правительство ввести больший количество полицейский связь организация чемпионат хоккею праге остраве,"[('чехия', 'LOC'), ('idnes', 'ORG'), ('мвд', 'ORG'), ('чехия', 'LOC'), ('прага', 'LOC'), ('мвд', 'ORG')]"
